,id,nombre,departamento_id
573,180280.0,BONPLAND,18119.0
574,180294.0,PASO DE LOS LIBRES,18119.0
575,180301.0,TAPEBICUA,18119.0
576,180308.0,SALADAS,18126.0
577,180315.0,SAN LORENZO,18126.0
578,180322.0,PASO DE LA PATRIA,18133.0
579,180329.0,SAN COSME,18133.0
580,180350.0,SAN LUIS DEL PALMAR,18140.0
581,180357.0,COLONIA CARLOS PELLEGRINI,18147.0
582,180364.0,GUAVIRAVI,18147.0
583,180371.0,LA CRUZ,18147.0
584,180378.0,YAPEYU,18147.0
585,180385.0,LORETO,18154.0
586,180392.0,SAN MIGUEL,18154.0
587,180413.0,CHAVARRIA,18161.0
588,180417.0,COLONIA PANDO,18161.0
589,180399.0,9 DE JULIO,18161.0
590,180406.0,PEDRO R. FERNANDEZ,18161.0
591,180420.0,SAN ROQUE,18161.0
592,180441.0,JOSE RAFAEL GOMEZ,18168.0
593,180427.0,GARRUCHOS,18168.0
594,180434.0,GOBERNADOR ING. VALENTIN VIRASORO,18168.0
595,180448.0,SANTO TOME,18168.0
596,180455.0,SAUCE,18175.0
597,220007.0,CONCEPCION DEL BERMEJO,22007.0
598,220021.0,PAMPA DEL INFIERNO,22007.0
599,220028.0,TACO POZO,22007.0
600,220042.0,ISLA DEL CERRITO,22014.0
601,220049.0,LA LEONESA,22014.0
602,220056.0,LAS PALMAS,22014.0
603,220063.0,PUERTO BERMEJO,22014.0
604,220077.0,PRESIDENCIA ROQUE SAENZ PENA,22021.0
605,220084.0,CHARATA,22028.0
606,220098.0,GENERAL CAPDEVILA,22036.0
607,220112.0,HERMOSO CAMPO,22039.0
608,220126.0,SANTA SYLVINA,22043.0
609,220113.0,CORZUELA,22049.0
610,220140.0,LA ESCONDIDA,22056.0
611,220154.0,LA VERDE,22056.0
612,220161.0,MAKALLE,22056.0
613,220203.0,VILLA RIO BERMEJITO,22063.0
614,220168.0,EL SAUZALITO,22063.0
615,220175.0,FUERTE ESPERANZA,22063.0
616,220182.0,JUAN JOSE CASTELLI,22063.0
617,220189.0,MIRAFLORES,22063.0
618,220169.0,MISION NUEVA POMPEYA,22063.0
619,220217.0,CAMPO LARGO,22070.0
620,220224.0,NAPENAY,22070.0
621,220231.0,COLONIA POPULAR,22077.0
622,220254.0,PUERTO TIROL,22077.0
623,220238.0,LAGUNA BLANCA,22077.0
624,220252.0,CIERVO PETISO,22084.0
625,220259.0,GRAL. SAN MARTENGENERAL SAN MARTIN,22084.0
626,220266.0,LA EDUVIGIS,22084.0
627,220273.0,LAGUNA LIMPIA,22084.0
628,220280.0,PAMPA ALMIRON,22084.0
629,220287.0,PAMPA DEL INDIO,22084.0
630,220301.0,TRES ISLETAS,22091.0
